Order ID,Customer Name,Sales,Quantity,Discount,Profit,Anomaly_IF,Anomaly_Score
CA-2014-116239,Clay Ludtke,354.9,5,0.0,17.745,1,0.1603136149033092
CA-2015-132101,Jesus Ocampo,453.576,3,0.2,39.6879,1,0.17174267108988472
CA-2015-129112,Anthony Witt,21.48,3,0.2,-0.2685,1,0.2264199930885183
CA-2015-129112,Anthony Witt,8.784,4,0.8,-13.6152,1,0.07642188606151168
US-2017-152002,Dianna Vittorini,122.97,3,0.0,60.2553,1,0.17829528856764726
CA-2017-165029,Adam Hart,12.84,3,0.0,3.7236,1,0.2158583416812967
US-2014-157385,Sanjit Chand,603.92,5,0.2,-67.941,1,0.112113350039595
US-2014-157385,Sanjit Chand,21.84,3,0.0,10.4832,1,0.22157645007296284
US-2014-157385,Sanjit Chand,29.99,1,0.0,6.2979,1,0.17225315363605676
US-2014-157385,Sanjit Chand,381.44,2,0.2,23.84,1,0.1674225659313528
CA-2014-101602,Mick Crebagga,40.68,3,0.2,-9.153,1,0.22075765809051767
CA-2014-101602,Mick Crebagga,763.28,5,0.3,-21.808,1,0.10788475390561209
CA-2016-109057,Tonja Turnell,23.952,2,0.2,2.3952,1,0.2239725970923651
CA-2016-154403,Anne Pryor,4.98,1,0.0,2.4402,1,0.16161578648317193
CA-2016-102456,Dan Lawera,170.88,3,0.0,49.5552,1,0.18738770155064605
CA-2015-131338,Naresj Patel,307.98,2,0.0,89.3142,1,0.14462955779447445
CA-2015-131338,Naresj Patel,382.806,9,0.4,-153.1224,-1,-0.023892569915904494
CA-2015-131338,Naresj Patel,41.96,2,0.0,2.9372,1,0.21625156461105177
CA-2015-131338,Naresj Patel,1217.568,2,0.2,456.588,-1,-0.022636906869107687
CA-2015-131338,Naresj Patel,47.04,3,0.0,18.3456,1,0.21924011934178117
CA-2015-131338,Naresj Patel,6.16,2,0.0,2.9568,1,0.21323744047769733
CA-2015-131338,Naresj Patel,979.95,5,0.0,274.386,1,0.056475022444605116
CA-2015-131338,Naresj Patel,143.7,3,0.0,68.976,1,0.17019473765653764
CA-2015-131338,Naresj Patel,10.65,3,0.0,5.0055,1,0.21729659899697412
CA-2015-131338,Naresj Patel,247.8,4,0.0,34.692,1,0.17920412466319152
CA-2016-109911,Vivek Grady,10.96,4,0.0,2.9592,1,0.20134724323570513
US-2016-132423,Muhammed Yedwab,33.488,7,0.2,5.8604,1,0.17476442309394857
US-2016-132423,Muhammed Yedwab,8.04,5,0.2,2.9145,1,0.20891008074040796
CA-2015-122826,Rick Duston,201.568,4,0.2,22.6764,1,0.19684829718582147
CA-2014-117317,Jeremy Farry,13.44,3,0.0,6.5856,1,0.21834468182101668
CA-2015-118423,Dennis Pardue,359.058,3,0.3,-35.9058,1,0.13667104599364738
CA-2017-149181,Maribeth Dona,47.992,2,0.3,-2.0568,1,0.17478397714086508
CA-2017-132234,Maribeth Yedwab,547.3,13,0.0,175.136,-1,-0.027617468831246605
CA-2017-158876,Aimee Bixby,16.896,4,0.2,5.28,1,0.21851144502580072
CA-2017-158876,Aimee Bixby,6.672,1,0.2,0.5004,1,0.17710896691460537
CA-2017-158876,Aimee Bixby,99.136,4,0.2,8.6744,1,0.2119089031896187
CA-2017-158876,Aimee Bixby,15.992,2,0.6,-13.993,1,0.10369102056918333
CA-2016-164672,George Bell,211.96,2,0.0,42.392,1,0.17901838136974418
US-2016-132857,Cynthia Arntzen,6.672,3,0.2,1.668,1,0.22386186659578144
CA-2017-116645,Max Engle,155.94,6,0.0,45.2226,1,0.1670135928395391
US-2016-115819,Jas O'Carroll,39.96,5,0.2,12.987,1,0.21055916587092605
US-2016-115819,Jas O'Carroll,5.46,3,0.0,1.5288,1,0.20898408565736015
US-2016-115819,Jas O'Carroll,73.2,5,0.0,21.228,1,0.20503386806050827
US-2016-115819,Jas O'Carroll,5.84,1,0.2,1.971,1,0.17866124733433764
US-2016-115819,Jas O'Carroll,22.72,4,0.0,10.224,1,0.2128829964987322
US-2016-115819,Jas O'Carroll,9.336,3,0.2,3.2676,1,0.22683498694204202
CA-2014-156349,Marina Lichtenstein,290.666,2,0.15,27.3568,1,0.14575114207866113
CA-2014-156349,Marina Lichtenstein,201.584,2,0.2,20.1584,1,0.19682147464727667
CA-2014-156349,Marina Lichtenstein,83.984,2,0.2,31.494,1,0.1984463517159359
CA-2017-138380,Yana Sorensen,1000.02,7,0.0,290.0058,1,0.02683788240389151
US-2016-113509,Paul Lucas,83.976,3,0.2,-13.6461,1,0.21341705258070176
CA-2015-130022,Julie Kriz,3.75,1,0.0,1.8,1,0.15985426117947538
CA-2015-130022,Julie Kriz,41.4,4,0.0,19.872,1,0.21273244803846209
CA-2015-130022,Julie Kriz,29.79,3,0.0,12.5118,1,0.22068574407578345
US-2016-118780,Parhena Norris,59.48,2,0.0,8.922,1,0.21721183247524534
US-2016-118780,Parhena Norris,6.69,1,0.0,3.0774,1,0.17100057948868697
CA-2017-108560,Jenna Caffey,198.46,2,0.0,99.23,1,0.14670684417169072
CA-2017-108560,Jenna Caffey,786.48,8,0.0,385.3752,-1,-0.006099585890921966
CA-2017-108560,Jenna Caffey,23.168,2,0.2,7.8192,1,0.2211215102061272
CA-2017-108560,Jenna Caffey,50.0,2,0.0,10.5,1,0.22026165881565202
CA-2015-157084,James Galang,675.96,5,0.2,84.495,1,0.1221628120292067
CA-2015-157084,James Galang,1265.85,3,0.0,556.974,-1,-0.025245410626446585
CA-2015-164539,Philisse Overcash,523.25,5,0.0,141.2775,1,0.11862313439056171
CA-2015-143119,Marc Crier,517.5,6,0.0,155.25,1,0.09512546033208497
CA-2017-101049,Alan Shonely,17.92,5,0.2,2.464,1,0.2136210482794103
CA-2017-101049,Alan Shonely,41.256,6,0.7,-34.38,1,0.061328057551752524
CA-2016-106530,Clay Ludtke,1006.056,3,0.2,88.0299,1,0.06402844034984534
CA-2016-106530,Clay Ludtke,10.688,2,0.2,3.7408,1,0.22237817518979203
CA-2016-106530,Clay Ludtke,10.368,2,0.2,3.6288,1,0.22237817518979203
CA-2016-106530,Clay Ludtke,25.12,2,0.2,1.57,1,0.22339055650533657
CA-2016-106530,Clay Ludtke,58.112,2,0.2,7.264,1,0.21890255512390477
CA-2014-168984,Natalie Webber,15.552,3,0.2,5.4432,1,0.22669029262151502
CA-2014-168984,Natalie Webber,669.08,5,0.2,-167.27,1,0.07567131052976372
CA-2014-168984,Natalie Webber,438.336,4,0.2,-87.6672,1,0.13283537691952896
CA-2016-157266,Toby Braunhardt,19.44,3,0.0,9.3312,1,0.22008794528371978
CA-2016-157266,Toby Braunhardt,9.64,2,0.0,4.4344,1,0.21646834301599943
CA-2016-157266,Toby Braunhardt,12.7,2,0.0,5.842,1,0.2187624633731896
CA-2016-157266,Toby Braunhardt,41.37,3,0.0,17.3754,1,0.2201693804731022
US-2014-134712,Bill Stewart,12.624,2,0.2,3.945,1,0.22216893173947222
CA-2015-111829,Fred Hopkins,1247.64,3,0.0,349.3392,1,0.010047019615318176
CA-2015-111829,Fred Hopkins,3149.93,7,0.0,1480.4671,-1,-0.1488776473030754
CA-2015-111829,Fred Hopkins,209.7,2,0.0,100.656,1,0.1430894175848736
CA-2015-105221,Valerie Mitchum,35.36,2,0.2,-3.094,1,0.21894499152554514
CA-2015-105221,Valerie Mitchum,3.168,2,0.2,-0.7128,1,0.21331789972806747
CA-2015-120341,Sarah Foster,121.104,6,0.7,-100.92,1,0.015558048058017415
CA-2015-120341,Sarah Foster,45.894,1,0.4,-9.1788,1,0.09551266974204842
CA-2014-135699,Hilary Holden,109.92,2,0.0,53.8608,1,0.16823985478502246
CA-2014-135699,Hilary Holden,13.36,2,0.0,6.4128,1,0.21982325476394377
US-2017-132444,Christina DeMoss,169.68,6,0.0,45.8136,1,0.1655438550595622
US-2017-132444,Christina DeMoss,132.52,4,0.0,54.3332,1,0.17156743864869478
US-2017-132444,Christina DeMoss,2.96,2,0.0,1.4208,1,0.20581073035056607
US-2017-132444,Christina DeMoss,8.448,2,0.2,2.9568,1,0.22237817518979203
US-2017-132444,Christina DeMoss,95.94,3,0.0,9.594,1,0.2138612716571076
CA-2014-127159,Hunter Lopez,34.79,7,0.0,10.7849,1,0.16799375058693655
CA-2017-161809,Thea Hendricks,160.776,3,0.2,10.0485,1,0.21371941710847903
CA-2017-127285,Michelle Moray,88.752,3,0.2,27.735,1,0.20946962012228415
CA-2017-127285,Michelle Moray,13.904,2,0.2,5.214,1,0.22115568818942677
CA-2017-144526,Quincy Jones,677.58,5,0.4,-158.102,1,0.036640997159199884
CA-2017-144526,Quincy Jones,13.896,3,0.7,-9.264,1,0.1125510082971925
CA-2016-128531,Neola Schneider,41.92,5,0.2,3.668,1,0.21405138749829222
CA-2016-128531,Neola Schneider,297.576,3,0.2,-7.4394,1,0.18647263748322185
CA-2016-128531,Neola Schneider,4.344,3,0.2,0.8688,1,0.22059303578440614
CA-2016-128531,Neola Schneider,94.992,2,0.2,-2.3748,1,0.2110065603171719
CA-2016-128531,Neola Schneider,74.352,3,0.2,23.235,1,0.21598147463149409
CA-2016-128531,Neola Schneider,14.04,3,0.2,1.5795,1,0.22597667762703727
US-2015-157154,Michael Moore,1018.104,4,0.4,-373.3048,-1,-0.050401424252503935
CA-2017-159457,Rick Duston,16.68,3,0.2,5.2125,1,0.22669029262151502
CA-2016-107615,Robert Barroso,58.58,2,0.0,19.3314,1,0.21340177008146827
CA-2017-111647,Rob Dowd,167.968,4,0.2,62.988,1,0.1652780567548015
CA-2015-150560,Shaun Weien,196.62,2,0.0,96.3438,1,0.15060688349270246
CA-2015-143077,Sylvia Foulston,21.936,2,0.6,-10.4196,1,0.10688311551293339
CA-2015-143077,Sylvia Foulston,6.588,3,0.8,-10.2114,1,0.08397570903342055
CA-2016-122728,Eric Barreto,104.28,3,0.0,26.07,1,0.2051117415433764
CA-2016-122728,Eric Barreto,17.94,3,0.0,8.7906,1,0.21930471181714084
CA-2014-122882,Sean Braxton,64.784,1,0.2,-14.5764,1,0.1533132221917075
CA-2014-122882,Sean Braxton,32.382,3,0.4,4.3176,1,0.14279437731791994
CA-2014-122882,Sean Braxton,42.368,2,0.2,8.4736,1,0.22000767631455193
CA-2014-122882,Sean Braxton,399.54,4,0.7,-559.356,-1,-0.0793061725009675
US-2016-101497,Pamela Stobb,18.97,1,0.0,9.1056,1,0.16947386310685486
CA-2016-147585,Claudia Bergmann,14.82,3,0.0,6.2244,1,0.21836888204703403
CA-2017-149489,Damala Kotsonis,99.28,2,0.2,12.41,1,0.20944341169694308
CA-2017-149489,Damala Kotsonis,1.188,2,0.7,-0.99,1,0.09007527735086662
CA-2017-149489,Damala Kotsonis,7.518,2,0.7,-5.7638,1,0.10288629444468805
CA-2017-143798,Anthony Witt,10.368,2,0.2,3.6288,1,0.22237817518979203
CA-2017-143798,Anthony Witt,310.88,2,0.2,23.316,1,0.1858397323695405
CA-2014-142839,Troy Staebel,853.092,6,0.4,-227.4912,-1,-0.011684407422485665
CA-2017-129833,Herbert Flentye,33.45,5,0.0,15.387,1,0.20477673631125803
CA-2017-129833,Herbert Flentye,10.4,5,0.0,5.096,1,0.19793003385861863
US-2016-154361,Henia Zydlo,21.88,5,0.2,6.2905,1,0.21493828182089347
US-2016-158708,Alejandro Ballentine,13.616,2,0.2,3.5742,1,0.22287418005944987
CA-2015-156335,Phillina Ober,63.96,4,0.0,19.8276,1,0.2083387135498943
CA-2015-156335,Phillina Ober,14.46,3,0.0,7.0854,1,0.21752944622741477
CA-2015-156335,Phillina Ober,104.98,2,0.0,52.49,1,0.17163804306983876
CA-2015-148376,Arthur Gainer,106.96,2,0.0,31.0184,1,0.19386285521300983
CA-2015-148376,Arthur Gainer,21.56,7,0.0,10.3488,1,0.1661115298298786
CA-2014-135657,Steven Cartwright,515.88,6,0.0,113.4936,1,0.11593342335096962
CA-2015-114069,Natalie DeCherney,11.808,2,0.2,4.2804,1,0.22216893173947222
CA-2015-114069,Natalie DeCherney,1931.04,9,0.1,321.84,-1,-0.08261901610325062
CA-2015-114069,Natalie DeCherney,9.96,2,0.0,4.6812,1,0.21855046611520668
CA-2014-139857,Cynthia Delaney,12.35,5,0.0,5.8045,1,0.19954833500447217
CA-2016-106306,Patrick Gardner,9.702,3,0.7,-7.1148,1,0.11203633716420963
CA-2015-100545,Irene Maddox,11.61,2,0.7,-9.288,1,0.0972425395808636
CA-2017-123491,Jamie Kunitz,43.86,6,0.0,20.6142,1,0.19171586557603626
CA-2017-123491,Jamie Kunitz,148.48,2,0.2,16.704,1,0.20203115303205182
CA-2017-123491,Jamie Kunitz,7.42,2,0.0,3.71,1,0.21374843523885273
CA-2017-123491,Jamie Kunitz,71.992,1,0.2,-0.8999,1,0.16429686140383887
CA-2017-123491,Jamie Kunitz,19.9,5,0.0,6.567,1,0.20745537949384663
CA-2017-123491,Jamie Kunitz,1702.12,14,0.0,510.636,-1,-0.1308902487101049
CA-2015-145401,Jeremy Pistek,14.304,6,0.2,5.0064,1,0.18980356334774762
US-2017-124968,Michelle Moray,765.625,7,0.5,-566.5625,-1,-0.06571196321054085
CA-2017-104003,Debra Catini,307.666,2,0.15,-14.4784,1,0.14138501154389338
CA-2016-154788,John Lee,7.712,2,0.2,2.7956,1,0.22226204968453478
CA-2016-169943,Bradley Nguyen,242.9,5,0.0,70.441,1,0.16022043652529888
CA-2016-169943,Bradley Nguyen,454.9,5,0.0,0.0,1,0.1363116154053221
CA-2016-169943,Bradley Nguyen,35.92,4,0.0,15.0864,1,0.21319162485152016
CA-2016-169943,Bradley Nguyen,39.76,8,0.0,12.3256,1,0.13514018790003757
CA-2016-169943,Bradley Nguyen,47.744,4,0.2,14.92,1,0.21458987429593446
US-2015-123218,Katherine Ducich,159.984,2,0.2,11.9988,1,0.20229922486392582
US-2015-123218,Katherine Ducich,255.968,4,0.2,51.1936,1,0.17293656657807782
US-2015-123218,Katherine Ducich,359.058,3,0.3,-71.8116,1,0.12327539988766739
CA-2015-127453,Jay Kimmel,434.352,3,0.2,43.4352,1,0.17005031037084078
CA-2015-127453,Jay Kimmel,3.552,2,0.2,0.444,1,0.21596044267761366
CA-2015-127453,Jay Kimmel,88.832,4,0.2,7.7728,1,0.21410514476681203
US-2017-164056,Filia McAdams,1048.35,5,0.4,-69.89,1,0.02127451484836196
CA-2016-106894,Christina Anderson,100.0,4,0.0,21.0,1,0.20349017509931855
CA-2016-106894,Christina Anderson,7.83,3,0.0,3.6018,1,0.21378783097952375
CA-2014-125136,Keith Dawkins,96.256,8,0.2,31.2832,1,0.13004095816521521
CA-2014-125136,Keith Dawkins,10.688,2,0.2,3.7408,1,0.22237817518979203
US-2016-131149,Logan Haushalter,338.04,3,0.2,-33.804,1,0.17599548900069473
US-2016-131149,Logan Haushalter,154.24,4,0.2,17.352,1,0.20287247305308753
CA-2017-101483,Anna Gayman,34.848,2,0.2,6.534,1,0.22147755390226675
CA-2017-101483,Anna Gayman,22.0,5,0.2,1.375,1,0.21393904314350232
CA-2017-101483,Anna Gayman,4.368,3,0.2,0.3822,1,0.22059303578440614
CA-2015-130204,David Bremer,31.44,3,0.0,8.4888,1,0.21977679872058103
CA-2015-130204,David Bremer,17.9,2,0.0,3.401,1,0.21713069809340058
CA-2015-130204,David Bremer,129.45,5,0.0,46.602,1,0.18241518768065768
CA-2014-110527,Emily Ducich,20.88,8,0.0,9.6048,1,0.13235999201623627
CA-2017-152807,Mick Crebagga,20.736,4,0.2,7.2576,1,0.218923773342866
CA-2017-152807,Mick Crebagga,7.168,2,0.2,0.9856,1,0.2195710008774132
CA-2017-152807,Mick Crebagga,11.168,2,0.2,-2.5128,1,0.21819736697515402
CA-2017-152807,Mick Crebagga,442.4,7,0.2,-55.3,1,0.09843099286648938
CA-2014-133270,Bryan Mills,13.36,2,0.0,4.9432,1,0.21933874690296445
CA-2016-155670,Erin Mull,11.232,8,0.7,-8.2368,1,0.03355292568938595
CA-2016-155670,Erin Mull,10.272,3,0.2,3.21,1,0.22683498694204202
US-2014-157406,Dianna Arnett,10.368,2,0.2,3.6288,1,0.22237817518979203
US-2014-157406,Dianna Arnett,6.24,3,0.2,0.546,1,0.2232374240194921
CA-2015-139094,Meg O'Connel,206.962,2,0.3,-32.5226,1,0.14046580407637904
CA-2017-168837,Joni Wasserman,9.46,2,0.0,3.6894,1,0.21420439608641234
CA-2017-116715,Victoria Wilson,559.62,9,0.0,151.0974,1,0.04815408467952509
CA-2017-116715,Victoria Wilson,109.92,2,0.0,53.8608,1,0.16823985478502246
CA-2017-116715,Victoria Wilson,8.56,2,0.0,3.852,1,0.21446209086833207
CA-2015-135622,Tonja Turnell,360.712,11,0.2,130.7581,1,0.012896552300982633
CA-2015-135622,Tonja Turnell,1718.4,6,0.2,150.36,-1,-0.0020898044588159026
US-2015-107349,Sara Luxemburg,41.568,6,0.8,-66.5088,1,0.010385819810259656
CA-2014-139017,Raymond Messe,46.864,2,0.2,7.6154,1,0.22046339191574732
CA-2014-141817,Mick Brown,19.536,3,0.2,4.884,1,0.22717345623941448
CA-2015-130785,Arthur Gainer,411.332,4,0.15,-4.8392,1,0.12604760112082875
CA-2015-130785,Arthur Gainer,28.752,6,0.2,9.7038,1,0.19168999639932177
CA-2015-130785,Arthur Gainer,293.199,3,0.15,-20.6964,1,0.14995963512086924
CA-2016-110254,Max Ludwig,35.06,2,0.0,10.518,1,0.2222973599419109
CA-2016-110254,Max Ludwig,4.13,1,0.0,1.8998,1,0.15985426117947538
CA-2016-110254,Max Ludwig,109.8,9,0.0,46.116,1,0.09786844035455378
CA-2016-110254,Max Ludwig,9.82,2,0.0,4.8118,1,0.21855046611520668
US-2014-158057,Craig Carroll,7.644,4,0.7,-5.8604,1,0.10638238720902182
US-2014-158057,Craig Carroll,51.465,5,0.7,-39.4565,1,0.06568683647129758
CA-2017-146024,Stewart Carmichael,6.976,4,0.2,-1.3952,1,0.21089812643370354
CA-2017-146024,Stewart Carmichael,12.222,7,0.8,-20.1663,1,0.022337108422277985
CA-2016-129686,Greg Guthrie,97.984,2,0.2,-24.496,1,0.19600178181093342
CA-2016-129686,Greg Guthrie,62.4,6,0.2,19.5,1,0.19125065888758175
CA-2014-118976,Muhammed Yedwab,20.86,2,0.0,9.387,1,0.2208766664244704
CA-2014-118976,Muhammed Yedwab,497.61,9,0.0,129.3786,1,0.05349388732588134
CA-2014-118976,Muhammed Yedwab,5.34,2,0.0,1.4952,1,0.20760802880798496
CA-2014-118976,Muhammed Yedwab,3.15,1,0.0,1.512,1,0.1584942187288535
CA-2015-105347,Darren Powers,368.91,9,0.0,180.7659,1,0.045611388450560786
CA-2015-105347,Darren Powers,14.7,5,0.0,6.615,1,0.20065200041397158
CA-2016-124667,Bryan Davis,59.97,3,0.0,14.9925,1,0.21811525559793743
CA-2016-124667,Bryan Davis,83.36,1,0.0,20.84,1,0.15391674893914525
CA-2015-111094,Claudia Bergmann,6.58,2,0.0,3.0268,1,0.2129759051737129
CA-2015-111094,Claudia Bergmann,122.94,3,0.0,59.0112,1,0.17802915820753135
CA-2017-166317,Jim Epp,219.84,4,0.0,107.7216,1,0.1488924870761914
CA-2017-166317,Jim Epp,98.16,6,0.0,9.816,1,0.1874046335675721
CA-2017-166317,Jim Epp,33.04,8,0.0,15.5288,1,0.13183134925259693
CA-2017-166317,Jim Epp,86.97,3,0.0,25.2213,1,0.2105758471322668
CA-2015-154326,Roy Phan,134.97,3,0.0,64.7856,1,0.16984208350690166
CA-2015-154326,Roy Phan,699.98,2,0.0,195.9944,1,0.07612278759226776
CA-2015-154326,Roy Phan,139.95,5,0.0,26.5905,1,0.19067561226501295
CA-2014-102008,Russell Applegate,48.94,1,0.0,24.47,1,0.1498685907233498
CA-2014-120474,Resi Pölking,2807.84,8,0.0,673.8816,-1,-0.12032764457959089
CA-2014-120474,Resi Pölking,46.64,4,0.0,12.5928,1,0.21304897053989547
CA-2014-104773,Thomas Boland,60.416,2,0.2,6.0416,1,0.21855947747698468
CA-2016-140774,Brad Eason,107.94,3,0.0,26.985,1,0.20368360423571857
US-2017-139465,Mathew Reese,63.84,8,0.0,16.5984,1,0.13594998585704804
US-2017-139465,Mathew Reese,347.97,3,0.0,100.9113,1,0.15248944217455973
US-2017-139465,Mathew Reese,37.008,6,0.2,11.565,1,0.19120961264452901
CA-2016-100965,Raymond Messe,215.65,5,0.0,73.321,1,0.15938846574854454
CA-2016-121034,Jill Fjeld,11.168,4,0.2,3.6296,1,0.21648323693729826
CA-2016-121034,Jill Fjeld,53.952,3,0.2,17.5344,1,0.22040204413737435
CA-2016-149461,Adrian Shami,4.18,1,0.0,1.5048,1,0.16022481743308892
CA-2017-158379,Joseph Airdo,5.607,1,0.7,-4.2987,1,0.06417542505961082
CA-2017-158379,Joseph Airdo,4663.736,7,0.2,-1049.3406,-1,-0.1534972588945972
CA-2017-158379,Joseph Airdo,79.984,2,0.2,22.9954,1,0.206989462977209
US-2016-116729,Grace Kelly,2575.944,7,0.2,257.5944,-1,-0.0599132733743456
US-2016-116729,Grace Kelly,45.36,7,0.0,21.7728,1,0.1698256469759476
US-2016-116729,Grace Kelly,254.24,7,0.0,76.272,1,0.11922241891700236
CA-2016-164938,Phillip Breyer,69.93,7,0.0,0.6993,1,0.15593456867713307
CA-2016-165484,Heather Kirkland,16.156,7,0.6,-12.117,1,0.06540767886748233
CA-2016-165484,Heather Kirkland,54.816,3,0.2,17.8152,1,0.220244852293226
CA-2014-132612,Frank Olsen,1441.3,7,0.0,245.021,1,0.017751440984721478
US-2017-161193,Brian Thompson,77.6,5,0.2,28.13,1,0.19581817218058117
US-2017-161193,Brian Thompson,4.656,2,0.2,1.5714,1,0.2153301175906791
CA-2015-131597,Stefania Perrino,170.136,3,0.2,-8.5068,1,0.20588254679587292
CA-2015-164833,Lauren Leatherbury,7.38,2,0.0,3.4686,1,0.21343720185853088
CA-2015-164833,Lauren Leatherbury,9.26,2,0.0,3.0558,1,0.21542963698068984
CA-2015-125423,Matt Collins,9.96,2,0.0,4.5816,1,0.2173744047594111
US-2014-130379,Janet Lee,75.6,2,0.8,-166.32,-1,-0.029261332239134963
US-2014-130379,Janet Lee,29.32,2,0.6,-24.189,1,0.09859726434494626
CA-2016-168956,Erin Ashbrook,92.064,6,0.8,-225.5568,-1,-0.043261962015941346
CA-2016-168956,Erin Ashbrook,6.976,4,0.2,1.8312,1,0.21178029541534915
CA-2016-168956,Erin Ashbrook,62.958,3,0.3,-2.6982,1,0.18154542761260195
CA-2016-168956,Erin Ashbrook,5.184,1,0.2,1.8144,1,0.17614600429045718
CA-2016-167507,Sue Ann Reed,31.32,10,0.7,-25.056,-1,-0.017728103852069577
CA-2016-167507,Sue Ann Reed,11.84,4,0.2,3.108,1,0.21648323693729826
CA-2016-167507,Sue Ann Reed,22.784,1,0.2,4.8416,1,0.1819164108868903
CA-2016-109344,Cathy Hwang,1127.976,3,0.2,126.8973,1,0.05523431824128533
US-2015-140851,Neil Ducich,38.88,6,0.0,18.6624,1,0.19060284992673737
CA-2014-103373,Bruce Stewart,779.796,2,0.4,-168.9558,1,0.002897545732886364
CA-2017-145884,Sara Luxemburg,1439.92,8,0.0,374.3792,-1,-0.038512389018723
CA-2017-145884,Sara Luxemburg,262.11,1,0.0,62.9064,1,0.10193088252795718
CA-2015-131422,George Bell,207.0,3,0.2,25.875,1,0.20300020190781254
CA-2017-162691,Aaron Smayling,1439.982,3,0.4,-263.9967,-1,-0.043404166978556646
CA-2017-162691,Aaron Smayling,36.288,7,0.2,12.7008,1,0.17578099803548342
CA-2014-141278,Raymond Messe,21.4,5,0.0,6.206,1,0.20831789144349228
CA-2017-122693,Nicole Hansen,1245.86,7,0.0,361.2994,1,0.0022551194640987315
CA-2014-117345,Barbara Fisher,17.544,3,0.2,5.9211,1,0.2266429327693873
CA-2014-117345,Barbara Fisher,44.128,4,0.2,12.1352,1,0.21476770038867982
CA-2014-117345,Barbara Fisher,62.92,1,0.2,10.2245,1,0.16629445473743681
CA-2014-117345,Barbara Fisher,78.304,2,0.2,29.364,1,0.20095176372091256
CA-2016-157763,Katharine Harms,140.81,1,0.0,39.4268,1,0.12743197754489255
CA-2015-135391,Frank Atkinson,40.096,4,0.2,13.5324,1,0.21394569500120814
CA-2015-135391,Frank Atkinson,40.784,2,0.6,-30.588,1,0.09273462005142685
US-2017-113852,Giulietta Weimer,90.57,3,0.0,11.7741,1,0.21341386584324912
US-2017-158512,Dianna Arnett,40.08,6,0.0,19.2384,1,0.19060284992673737
US-2017-158512,Dianna Arnett,37.68,2,0.0,15.8256,1,0.21961235699111242
CA-2017-128370,Frank Hawley,362.352,3,0.2,27.1764,1,0.18114432853547519
CA-2017-128370,Frank Hawley,7.184,2,0.2,2.245,1,0.22002891062379615
CA-2015-160472,Ralph Kennedy,34.76,1,0.0,9.7328,1,0.1730289209296184
CA-2015-160472,Ralph Kennedy,831.2,5,0.0,124.68,1,0.10264390001083351
CA-2015-160472,Ralph Kennedy,26.4,5,0.0,11.88,1,0.2067689470934736
CA-2015-160472,Ralph Kennedy,106.75,7,0.0,49.105,1,0.13948999895570452
CA-2015-160472,Ralph Kennedy,97.82,2,0.0,45.9754,1,0.18314512749133138
CA-2015-160472,Ralph Kennedy,141.4,5,0.0,38.178,1,0.1864371918381864
CA-2014-114643,Filia McAdams,14.52,3,0.0,4.7916,1,0.21727177564799494
US-2017-158218,Alyssa Crouse,127.92,5,0.2,-15.99,1,0.1960236798190345
US-2017-158218,Alyssa Crouse,34.24,4,0.8,-53.072,1,0.03933610781180086
CA-2015-121608,Jennifer Braxton,137.62,2,0.0,60.5528,1,0.16955880889672048
CA-2015-121608,Jennifer Braxton,100.49,1,0.0,25.1225,1,0.14242530554926597
US-2017-121251,Gary McGarr,257.568,2,0.2,-28.9764,1,0.17527409731560417
US-2017-121251,Gary McGarr,119.96,4,0.0,33.5888,1,0.19112876162054088
CA-2014-151078,Roy Französisch,49.632,4,0.2,4.9632,1,0.21783695509783463
US-2016-100839,Noah Childs,727.45,5,0.5,-465.568,-1,-0.048523384665278724
US-2016-100839,Noah Childs,24.96,3,0.2,4.368,1,0.22873603323019776
US-2017-116659,Nat Gilpin,370.782,3,0.4,-92.6955,1,0.08693703110116985
CA-2017-118857,Adam Hart,196.45,5,0.0,70.722,1,0.16431662351578158
CA-2015-127110,Cathy Hwang,31.104,6,0.2,10.8864,1,0.1901450248948044
CA-2015-127110,Cathy Hwang,78.256,2,0.2,-17.6076,1,0.20265992090545992
CA-2016-148201,Charles Crestani,6.48,1,0.0,3.1104,1,0.17100057948868697
CA-2014-116932,Michelle Ellison,99.2,5,0.0,25.792,1,0.19388346082410074
CA-2014-116932,Michelle Ellison,801.568,2,0.2,50.098,1,0.11099803460044111
CA-2014-116932,Michelle Ellison,272.848,1,0.2,27.2848,1,0.1281197210397227
CA-2017-142888,Benjamin Patterson,70.98,1,0.0,20.5842,1,0.15631159841521702
CA-2014-147914,Mark Packer,16.224,2,0.2,5.8812,1,0.2226795191858797
US-2016-112977,Caroline Jumper,176.784,1,0.2,-22.098,1,0.13270766151402008
CA-2017-112039,John Castell,470.376,3,0.2,47.0376,1,0.16970173257256888
CA-2017-118885,James Galang,393.568,4,0.2,-44.2764,1,0.1482397843702209
CA-2017-118885,James Galang,302.376,3,0.2,22.6782,1,0.19433619410079966
US-2017-166611,Cyma Kinney,68.742,9,0.7,-48.1194,-1,-0.023029984205028442
CA-2015-109512,Luke Foster,29.34,3,0.0,14.67,1,0.2195523288925621
CA-2015-109512,Luke Foster,383.607,7,0.1,63.9345,1,0.09735654048365838
CA-2015-109512,Luke Foster,563.4,4,0.0,67.608,1,0.13547247044755334
CA-2016-118570,Chuck Clark,217.056,7,0.2,78.6828,1,0.12204410262645671
